word,frequency,Lg10WF
spiritualism,3.016921308233621e-7,1.2041
spitball,2.6146651338024715e-7,1.1461
sponging,2.413537046586897e-7,1.1139
spooking,2.413537046586897e-7,1.1139
sportsmen,2.413537046586897e-7,1.1139
sprockets,4.6259460059582185e-7,1.3802
spurned,2.212408959371322e-7,1.0792
spurting,2.212408959371322e-7,1.0792
squats,2.413537046586897e-7,1.1139
squinting,2.413537046586897e-7,1.1139
stadiums,2.6146651338024715e-7,1.1461
staffers,2.413537046586897e-7,1.1139
staircases,2.413537046586897e-7,1.1139
stammers,2.6146651338024715e-7,1.1461
stampeded,2.413537046586897e-7,1.1139
standoffish,2.212408959371322e-7,1.0792
stealer,2.413537046586897e-7,1.1139
stemming,2.413537046586897e-7,1.1139
stetson,3.6203055698803447e-7,1.2788
stiffer,2.212408959371322e-7,1.0792
stigmata,4.223689831527069e-7,1.3424
stomachaches,2.413537046586897e-7,1.1139
stooped,2.212408959371322e-7,1.0792
storekeeper,3.41917748266477e-7,1.2553
strainer,2.815793221018046e-7,1.1761
straitjackets,2.212408959371322e-7,1.0792
strongbox,3.2180493954491954e-7,1.2304
stucco,3.8214336570959194e-7,1.301
stumpy,1.3475581843443506e-6,1.8325
stylized,2.413537046586897e-7,1.1139
subdivision,5.832714529251666e-7,1.4771
subhuman,2.212408959371322e-7,1.0792
subsection,3.6203055698803447e-7,1.2788
subsides,2.413537046586897e-7,1.1139
subtracting,2.413537046586897e-7,1.1139
succotash,3.6203055698803447e-7,1.2788
succumbing,2.212408959371322e-7,1.0792
sumatra,4.424817918742644e-7,1.3617
sumerian,2.413537046586897e-7,1.1139
summarily,2.212408959371322e-7,1.0792
superficially,2.212408959371322e-7,1.0792
superimpose,2.212408959371322e-7,1.0792
supersedes,2.212408959371322e-7,1.0792
suppers,2.413537046586897e-7,1.1139
suppository,2.6146651338024715e-7,1.1461
surcharge,2.212408959371322e-7,1.0792
surer,2.413537046586897e-7,1.1139
surrogates,2.815793221018046e-7,1.1761
sw,2.212408959371322e-7,1.0792
swaggering,2.6146651338024715e-7,1.1461
swath,2.212408959371322e-7,1.0792
swatted,2.6146651338024715e-7,1.1461
sweatshirts,2.6146651338024715e-7,1.1461
sweepers,2.815793221018046e-7,1.1761
sweetener,2.815793221018046e-7,1.1761
sweeties,2.413537046586897e-7,1.1139
swifty,1.6492503151677126e-6,1.9191
swizzle,3.8214336570959194e-7,1.301
swoosh,2.413537046586897e-7,1.1139
syndication,3.016921308233621e-7,1.2041
synergy,6.234970703682816e-7,1.5051
synthesized,2.413537046586897e-7,1.1139
tacked,2.212408959371322e-7,1.0792
taillights,2.413537046586897e-7,1.1139
tailspin,2.212408959371322e-7,1.0792
tain,3.8214336570959194e-7,1.301
tali,2.413537046586897e-7,1.1139
tamale,2.413537046586897e-7,1.1139
tamales,2.815793221018046e-7,1.1761
tanna,6.234970703682816e-7,1.5051
tapered,2.212408959371322e-7,1.0792
tarn,9.453020099132011e-7,1.6812
tarragon,2.815793221018046e-7,1.1761
tartan,3.2180493954491954e-7,1.2304
teases,2.413537046586897e-7,1.1139
teleconference,2.212408959371322e-7,1.0792
telescopic,2.413537046586897e-7,1.1139
temerity,2.212408959371322e-7,1.0792
tempestuous,2.413537046586897e-7,1.1139
tenements,2.815793221018046e-7,1.1761
tenths,2.413537046586897e-7,1.1139
terrestrial,2.212408959371322e-7,1.0792
tertiary,2.413537046586897e-7,1.1139
texaco,2.6146651338024715e-7,1.1461
thence,2.815793221018046e-7,1.1761
thermals,3.016921308233621e-7,1.2041
thingamajig,2.212408959371322e-7,1.0792
thistle,4.6259460059582185e-7,1.3802
thither,3.016921308233621e-7,1.2041
thoughtfulness,2.413537046586897e-7,1.1139
thrillers,2.413537046586897e-7,1.1139
throb,2.413537046586897e-7,1.1139
thumbing,2.413537046586897e-7,1.1139
ticktock,3.8214336570959194e-7,1.301
tics,3.016921308233621e-7,1.2041
tidied,2.413537046586897e-7,1.1139
tiebreaker,2.413537046586897e-7,1.1139
timeshare,2.413537046586897e-7,1.1139
tink,1.2268813320150057e-6,1.7924
toadstool,3.41917748266477e-7,1.2553
toddlers,2.212408959371322e-7,1.0792
togs,2.413537046586897e-7,1.1139
toiletries,2.212408959371322e-7,1.0792
tolerating,2.212408959371322e-7,1.0792
tonics,3.016921308233621e-7,1.2041
tosh,2.413537046586897e-7,1.1139
tought,3.2180493954491954e-7,1.2304
traditionalist,2.815793221018046e-7,1.1761
tranquilliser,3.2180493954491954e-7,1.2304
transcribed,2.815793221018046e-7,1.1761
traumatised,2.212408959371322e-7,1.0792
trawler,4.6259460059582185e-7,1.3802
trellis,2.815793221018046e-7,1.1761
triangulated,2.212408959371322e-7,1.0792
tribesmen,2.413537046586897e-7,1.1139
triggerman,2.413537046586897e-7,1.1139
trojans,4.6259460059582185e-7,1.3802
trollop,3.41917748266477e-7,1.2553
tubman,4.223689831527069e-7,1.3424
tubular,2.815793221018046e-7,1.1761
tulle,3.6203055698803447e-7,1.2788
tum,1.5285734628383677e-6,1.8865
tumbled,2.413537046586897e-7,1.1139
tumultuous,2.212408959371322e-7,1.0792
tunneling,2.212408959371322e-7,1.0792
turnstile,3.8214336570959194e-7,1.301
tusk,2.6146651338024715e-7,1.1461
tusks,3.2180493954491954e-7,1.2304
udder,2.212408959371322e-7,1.0792
umber,2.815793221018046e-7,1.1761
unassisted,2.212408959371322e-7,1.0792
unawares,2.6146651338024715e-7,1.1461
unblemished,2.212408959371322e-7,1.0792
unbound,2.413537046586897e-7,1.1139
unburden,2.212408959371322e-7,1.0792
unconnected,2.6146651338024715e-7,1.1461
underline,3.6203055698803447e-7,1.2788
underrate,2.212408959371322e-7,1.0792
undertakers,2.212408959371322e-7,1.0792
undertook,2.212408959371322e-7,1.0792
underwrite,2.212408959371322e-7,1.0792
underwriters,3.41917748266477e-7,1.2553
uninhibited,2.413537046586897e-7,1.1139
unknowing,2.6146651338024715e-7,1.1461
unmask,2.815793221018046e-7,1.1761
unopposed,2.212408959371322e-7,1.0792
unproven,2.212408959371322e-7,1.0792
unrepentant,2.413537046586897e-7,1.1139
unscramble,2.212408959371322e-7,1.0792
untalented,2.413537046586897e-7,1.1139
urinals,2.212408959371322e-7,1.0792
utopian,3.016921308233621e-7,1.2041
utterance,2.212408959371322e-7,1.0792
vacuums,2.6146651338024715e-7,1.1461
vapid,2.815793221018046e-7,1.1761
venues,2.212408959371322e-7,1.0792
verbiage,2.413537046586897e-7,1.1139
vestal,2.815793221018046e-7,1.1761
victrola,3.2180493954491954e-7,1.2304
virulent,2.212408959371322e-7,1.0792
vistas,2.212408959371322e-7,1.0792
vivisection,3.6203055698803447e-7,1.2788
voicing,2.212408959371322e-7,1.0792
vole,1.790039976218615e-6,1.9542
votive,2.212408959371322e-7,1.0792
waders,3.2180493954491954e-7,1.2304
wafer,3.016921308233621e-7,1.2041
wagering,2.212408959371322e-7,1.0792
wainwright,7.039483052545115e-7,1.5563
waller,5.229330267604943e-7,1.4314
watercolors,4.223689831527069e-7,1.3424
watertight,3.8214336570959194e-7,1.301
wean,2.6146651338024715e-7,1.1461
weaned,2.413537046586897e-7,1.1139
wedgies,3.2180493954491954e-7,1.2304
welk,4.022561744311494e-7,1.3222
wenches,4.424817918742644e-7,1.3617
wetlands,8.447379663054138e-7,1.6335
whereupon,2.212408959371322e-7,1.0792
whitehead,9.050763924700862e-7,1.6628
wieners,2.212408959371322e-7,1.0792
wight,2.413537046586897e-7,1.1139
wigwam,3.2180493954491954e-7,1.2304
wintry,2.212408959371322e-7,1.0792
wised,2.212408959371322e-7,1.0792
wiseguy,2.815793221018046e-7,1.1761
witchy,2.6146651338024715e-7,1.1461
withstood,2.212408959371322e-7,1.0792
wolfman,3.6203055698803447e-7,1.2788
woohoo,2.815793221018046e-7,1.1761
workhouse,3.2180493954491954e-7,1.2304
workouts,2.413537046586897e-7,1.1139
workspace,2.815793221018046e-7,1.1761
wormed,2.212408959371322e-7,1.0792
wormy,2.212408959371322e-7,1.0792
wort,3.8214336570959194e-7,1.301
worthiness,2.413537046586897e-7,1.1139
wove,2.413537046586897e-7,1.1139
wriggling,2.413537046586897e-7,1.1139
yaw,2.212408959371322e-7,1.0792
yeti,2.815793221018046e-7,1.1761
yip,1.2872197581796782e-6,1.8129
yule,3.8214336570959194e-7,1.301
abacus,2.413537046586897e-7,1.1139
abounds,2.011280872155747e-7,1.0414
abusers,2.212408959371322e-7,1.0792
academically,2.212408959371322e-7,1.0792
accidently,2.212408959371322e-7,1.0792
acrobatics,2.212408959371322e-7,1.0792
adagio,2.413537046586897e-7,1.1139
adaptive,2.212408959371322e-7,1.0792
additions,2.212408959371322e-7,1.0792
adm,9.654148186347587e-7,1.6902
aerosol,2.815793221018046e-7,1.1761
aficionado,2.212408959371322e-7,1.0792
afore,3.8214336570959194e-7,1.301
afoul,2.212408959371322e-7,1.0792
aggregate,2.011280872155747e-7,1.0414
agrestic,4.223689831527069e-7,1.3424
aint,2.6146651338024715e-7,1.1461
alchemist,2.815793221018046e-7,1.1761
alfa,3.2180493954491954e-7,1.2304
allege,2.212408959371322e-7,1.0792
allegory,2.413537046586897e-7,1.1139
allocation,2.011280872155747e-7,1.0414
alloys,2.212408959371322e-7,1.0792
alt,2.413537046586897e-7,1.1139
altitudes,2.212408959371322e-7,1.0792
aluminium,2.413537046586897e-7,1.1139
ambulatory,2.413537046586897e-7,1.1139
amicable,2.6146651338024715e-7,1.1461
amidships,3.016921308233621e-7,1.2041
amphibians,2.011280872155747e-7,1.0414
anaesthetic,4.424817918742644e-7,1.3617
analog,2.413537046586897e-7,1.1139
anchorwoman,2.815793221018046e-7,1.1761
anthology,2.815793221018046e-7,1.1761
antibacterial,3.41917748266477e-7,1.2553
aplenty,2.212408959371322e-7,1.0792
apostrophe,2.413537046586897e-7,1.1139
appraiser,2.212408959371322e-7,1.0792
apprentices,2.011280872155747e-7,1.0414
approximated,2.011280872155747e-7,1.0414
araby,3.2180493954491954e-7,1.2304
arbiter,2.011280872155747e-7,1.0414
archdiocese,6.83835496532954e-7,1.5441
archeology,2.6146651338024715e-7,1.1461
arf,7.642867314191839e-7,1.5911
arranger,2.212408959371322e-7,1.0792
arrowheads,2.011280872155747e-7,1.0414
artichokes,2.011280872155747e-7,1.0414
articulated,2.011280872155747e-7,1.0414
assimilation,2.011280872155747e-7,1.0414
ast,3.016921308233621e-7,1.2041
atrophied,3.6203055698803447e-7,1.2788
atypical,3.8214336570959194e-7,1.301
auditing,2.815793221018046e-7,1.1761
austere,2.212408959371322e-7,1.0792
authoritative,2.011280872155747e-7,1.0414
automatics,2.212408959371322e-7,1.0792
aux,2.413537046586897e-7,1.1139
auxiliaries,2.212408959371322e-7,1.0792
babbled,2.212408959371322e-7,1.0792
bac,2.6146651338024715e-7,1.1461
ballets,2.6146651338024715e-7,1.1461
bandaging,2.011280872155747e-7,1.0414
bandleader,3.41917748266477e-7,1.2553
barges,2.212408959371322e-7,1.0792
barometric,2.413537046586897e-7,1.1139
barr,2.413537046586897e-7,1.1139
basilar,2.815793221018046e-7,1.1761
batons,3.2180493954491954e-7,1.2304
beacons,2.413537046586897e-7,1.1139
beaded,2.212408959371322e-7,1.0792
beaters,2.413537046586897e-7,1.1139
beautician,2.212408959371322e-7,1.0792
beckon,2.011280872155747e-7,1.0414
beckoned,2.011280872155747e-7,1.0414
bedchamber,2.413537046586897e-7,1.1139
bedfellows,2.413537046586897e-7,1.1139
bedsheets,2.413537046586897e-7,1.1139
begotten,2.212408959371322e-7,1.0792
beleaguered,2.212408959371322e-7,1.0792
bended,2.413537046586897e-7,1.1139
bengal,2.815793221018046e-7,1.1761
biddy,2.413537046586897e-7,1.1139
bigoted,2.011280872155747e-7,1.0414
bilbo,1.2268813320150057e-6,1.7924
bim,3.016921308233621e-7,1.2041
biodegradable,2.011280872155747e-7,1.0414
biohazard,2.011280872155747e-7,1.0414
birthed,2.413537046586897e-7,1.1139
bison,3.41917748266477e-7,1.2553
blackfoot,3.41917748266477e-7,1.2553
blacklisted,4.6259460059582185e-7,1.3802
blanco,7.441739226976265e-7,1.5798
blanky,5.631586442036092e-7,1.4624
blathering,2.212408959371322e-7,1.0792
bleeps,6.83835496532954e-7,1.5441
blemishes,2.413537046586897e-7,1.1139
blitzed,2.011280872155747e-7,1.0414
bloating,2.413537046586897e-7,1.1139
blotting,2.413537046586897e-7,1.1139
blotto,2.011280872155747e-7,1.0414
blowback,3.016921308233621e-7,1.2041
blowers,2.011280872155747e-7,1.0414
bluntness,2.212408959371322e-7,1.0792
bluster,2.011280872155747e-7,1.0414
boastful,2.212408959371322e-7,1.0792
bobs,2.413537046586897e-7,1.1139
bodice,2.212408959371322e-7,1.0792
bodybuilder,2.815793221018046e-7,1.1761
bodywork,2.011280872155747e-7,1.0414
boff,3.8214336570959194e-7,1.301
bogies,2.212408959371322e-7,1.0792
boilers,3.016921308233621e-7,1.2041
boisterous,2.413537046586897e-7,1.1139
bolivian,2.6146651338024715e-7,1.1461
booms,2.212408959371322e-7,1.0792
boosts,2.212408959371322e-7,1.0792
bopper,5.028202180389368e-7,1.415
borealis,2.815793221018046e-7,1.1761
botswana,3.6203055698803447e-7,1.2788
botticelli,3.6203055698803447e-7,1.2788
bounding,2.011280872155747e-7,1.0414
bowlegged,2.413537046586897e-7,1.1139
brandishing,2.212408959371322e-7,1.0792
bravissimo,2.413537046586897e-7,1.1139
brawler,2.011280872155747e-7,1.0414
breadcrumbs,2.212408959371322e-7,1.0792
breck,7.642867314191839e-7,1.5911
brutalized,2.212408959371322e-7,1.0792
bucharest,5.028202180389368e-7,1.415
buggered,2.815793221018046e-7,1.1761
bunched,2.011280872155747e-7,1.0414
bunkie,2.413537046586897e-7,1.1139
bunkmate,2.212408959371322e-7,1.0792
burlap,2.212408959371322e-7,1.0792
buttonhole,2.212408959371322e-7,1.0792
buzzy,4.022561744311494e-7,1.3222
bwana,6.436098790898391e-7,1.5185
bypassing,2.212408959371322e-7,1.0792
calculates,2.011280872155747e-7,1.0414
calvary,2.413537046586897e-7,1.1139
camembert,2.413537046586897e-7,1.1139
cancellations,2.212408959371322e-7,1.0792
cannery,2.6146651338024715e-7,1.1461
canning,2.011280872155747e-7,1.0414
canter,2.212408959371322e-7,1.0792
cantor,3.41917748266477e-7,1.2553
cappella,4.424817918742644e-7,1.3617
capulet,4.223689831527069e-7,1.3424
caracas,2.6146651338024715e-7,1.1461
carbuncle,2.413537046586897e-7,1.1139
carcinoma,2.212408959371322e-7,1.0792
carded,2.212408959371322e-7,1.0792
carob,2.212408959371322e-7,1.0792
carpeted,2.011280872155747e-7,1.0414
caseworker,2.815793221018046e-7,1.1761
cataclysm,2.212408959371322e-7,1.0792
catastrophes,2.011280872155747e-7,1.0414
catchers,2.011280872155747e-7,1.0414
causal,2.011280872155747e-7,1.0414
cawing,4.223689831527069e-7,1.3424
centigrade,2.212408959371322e-7,1.0792
centimeter,2.011280872155747e-7,1.0414
centurion,3.6203055698803447e-7,1.2788
cervantes,6.033842616467242e-7,1.4914
chagrin,2.212408959371322e-7,1.0792
chairing,2.011280872155747e-7,1.0414
chaka,5.229330267604943e-7,1.4314
challengers,2.6146651338024715e-7,1.1461
chamois,2.212408959371322e-7,1.0792
chequebook,3.016921308233621e-7,1.2041
cherishes,2.011280872155747e-7,1.0414
cherubs,3.016921308233621e-7,1.2041
cheshire,3.016921308233621e-7,1.2041
chewie,1.0458660535209886e-6,1.7243
chicanery,2.413537046586897e-7,1.1139
childproof,2.011280872155747e-7,1.0414
chiseling,2.212408959371322e-7,1.0792
choirboy,2.212408959371322e-7,1.0792
choppin,2.011280872155747e-7,1.0414
chopstick,2.6146651338024715e-7,1.1461
choral,2.212408959371322e-7,1.0792
choreograph,2.212408959371322e-7,1.0792
chowing,2.011280872155747e-7,1.0414
choy,1.66936312388927e-6,1.9243
cienega,3.6203055698803447e-7,1.2788
circulates,2.011280872155747e-7,1.0414
circumspect,2.011280872155747e-7,1.0414
clacking,2.815793221018046e-7,1.1761
clad,2.011280872155747e-7,1.0414
clangs,2.413537046586897e-7,1.1139
clarion,3.016921308233621e-7,1.2041
clashed,2.212408959371322e-7,1.0792
classifying,2.212408959371322e-7,1.0792
cleanses,2.212408959371322e-7,1.0792
climes,2.011280872155747e-7,1.0414
clunky,3.6203055698803447e-7,1.2788
cluttering,2.011280872155747e-7,1.0414
coatroom,3.2180493954491954e-7,1.2304
codfish,4.223689831527069e-7,1.3424
codger,2.011280872155747e-7,1.0414
coincided,2.011280872155747e-7,1.0414
collectible,2.011280872155747e-7,1.0414
colonize,2.6146651338024715e-7,1.1461
combatant,2.011280872155747e-7,1.0414
commodores,2.212408959371322e-7,1.0792
communicable,2.413537046586897e-7,1.1139
communicators,2.212408959371322e-7,1.0792
compadres,2.011280872155747e-7,1.0414
compendium,2.413537046586897e-7,1.1139
compensatory,2.212408959371322e-7,1.0792
coms,3.016921308233621e-7,1.2041
conceptual,2.413537046586897e-7,1.1139
confluence,2.011280872155747e-7,1.0414
conforming,2.011280872155747e-7,1.0414
conforms,2.212408959371322e-7,1.0792
conjugate,2.011280872155747e-7,1.0414
conjures,2.212408959371322e-7,1.0792
consciences,2.413537046586897e-7,1.1139
consents,2.011280872155747e-7,1.0414
conservatively,2.011280872155747e-7,1.0414
consolidating,2.6146651338024715e-7,1.1461
consolidation,2.011280872155747e-7,1.0414
consonants,2.212408959371322e-7,1.0792
conspirator,2.212408959371322e-7,1.0792
constancy,2.011280872155747e-7,1.0414
constitutionally,2.011280872155747e-7,1.0414
construe,3.016921308233621e-7,1.2041
consummation,2.011280872155747e-7,1.0414
contaminants,2.212408959371322e-7,1.0792
contends,2.011280872155747e-7,1.0414
contraceptive,3.41917748266477e-7,1.2553
contractually,2.011280872155747e-7,1.0414
convening,2.011280872155747e-7,1.0414
converter,2.212408959371322e-7,1.0792
conveyance,2.212408959371322e-7,1.0792
convulsing,2.011280872155747e-7,1.0414
cooch,2.413537046586897e-7,1.1139
coons,5.229330267604943e-7,1.4314
copulate,2.6146651338024715e-7,1.1461
corneal,2.011280872155747e-7,1.0414
corresponded,2.011280872155747e-7,1.0414
corroborates,2.011280872155747e-7,1.0414
corroboration,3.2180493954491954e-7,1.2304
corso,9.453020099132011e-7,1.6812
cossack,3.8214336570959194e-7,1.301
counterfeiters,2.011280872155747e-7,1.0414
courageously,2.212408959371322e-7,1.0792
courtesies,2.011280872155747e-7,1.0414
courtrooms,2.011280872155747e-7,1.0414
covets,2.212408959371322e-7,1.0792
cpl,4.424817918742644e-7,1.3617
crackdown,2.011280872155747e-7,1.0414
crackpots,2.011280872155747e-7,1.0414
creatinine,2.212408959371322e-7,1.0792
crimean,2.212408959371322e-7,1.0792
criticised,2.212408959371322e-7,1.0792
croaker,3.6203055698803447e-7,1.2788
croaking,2.011280872155747e-7,1.0414
croc,1.2067685232934483e-6,1.7853
croupier,3.016921308233621e-7,1.2041
crouton,2.6146651338024715e-7,1.1461
cryogenically,2.6146651338024715e-7,1.1461
cucaracha,2.413537046586897e-7,1.1139
cumulative,2.212408959371322e-7,1.0792
curable,2.6146651338024715e-7,1.1461
curative,2.212408959371322e-7,1.0792
cyborgs,2.212408959371322e-7,1.0792
dammed,2.011280872155747e-7,1.0414
damnable,3.016921308233621e-7,1.2041
damndest,2.212408959371322e-7,1.0792
dandelions,2.413537046586897e-7,1.1139
darkening,2.011280872155747e-7,1.0414
darting,2.212408959371322e-7,1.0792
dauphine,3.41917748266477e-7,1.2553
deathtrap,2.011280872155747e-7,1.0414
debased,2.011280872155747e-7,1.0414
decayed,2.212408959371322e-7,1.0792
decibel,2.011280872155747e-7,1.0414
decibels,3.2180493954491954e-7,1.2304
deconstruction,2.011280872155747e-7,1.0414
deems,2.011280872155747e-7,1.0414
defacing,2.011280872155747e-7,1.0414
defensively,2.413537046586897e-7,1.1139
defiling,2.011280872155747e-7,1.0414
deflowered,2.413537046586897e-7,1.1139
deformities,2.413537046586897e-7,1.1139
deities,2.011280872155747e-7,1.0414
dejected,2.212408959371322e-7,1.0792
deliberating,2.011280872155747e-7,1.0414
delicti,2.413537046586897e-7,1.1139
dem,2.6146651338024715e-7,1.1461
demeanour,2.212408959371322e-7,1.0792
demolishing,2.011280872155747e-7,1.0414
denizens,2.212408959371322e-7,1.0792
denominations,2.011280872155747e-7,1.0414
dens,3.016921308233621e-7,1.2041
depositing,2.011280872155747e-7,1.0414
derailment,2.212408959371322e-7,1.0792
designation,2.212408959371322e-7,1.0792
desiring,2.011280872155747e-7,1.0414
despot,2.212408959371322e-7,1.0792
detectable,2.815793221018046e-7,1.1761
detestable,2.011280872155747e-7,1.0414
detested,2.011280872155747e-7,1.0414
devours,2.6146651338024715e-7,1.1461
dextrose,2.413537046586897e-7,1.1139
diagnosing,2.011280872155747e-7,1.0414
diazepam,2.815793221018046e-7,1.1761
differing,2.011280872155747e-7,1.0414
diffusion,2.212408959371322e-7,1.0792
digesting,2.011280872155747e-7,1.0414
diggings,3.016921308233621e-7,1.2041
dildos,2.212408959371322e-7,1.0792
dimpled,2.011280872155747e-7,1.0414
disarmament,3.016921308233621e-7,1.2041
disassemble,2.212408959371322e-7,1.0792
disclosing,2.011280872155747e-7,1.0414
discourteous,2.413537046586897e-7,1.1139
discusses,2.011280872155747e-7,1.0414
dished,2.212408959371322e-7,1.0792
disinformation,2.413537046586897e-7,1.1139
disinherit,2.815793221018046e-7,1.1761
disintegrating,2.6146651338024715e-7,1.1461
disorienting,2.212408959371322e-7,1.0792
disrespects,2.011280872155747e-7,1.0414
dissenting,2.011280872155747e-7,1.0414
disturbingly,2.011280872155747e-7,1.0414
dolittle,5.631586442036092e-7,1.4624
dons,3.41917748266477e-7,1.2553
dote,2.212408959371322e-7,1.0792
downloads,2.011280872155747e-7,1.0414
drago,1.2872197581796782e-6,1.8129
dragonflies,2.413537046586897e-7,1.1139
dram,2.011280872155747e-7,1.0414
drippy,2.011280872155747e-7,1.0414
drunkards,2.011280872155747e-7,1.0414
dsr,6.234970703682816e-7,1.5051
dulled,2.212408959371322e-7,1.0792
dulls,2.011280872155747e-7,1.0414
duplicitous,2.011280872155747e-7,1.0414
durability,2.212408959371322e-7,1.0792
durst,2.413537046586897e-7,1.1139
dustpan,2.6146651338024715e-7,1.1461
dyer,4.827074093173794e-7,1.3979
dynamited,2.011280872155747e-7,1.0414
echoed,2.6146651338024715e-7,1.1461
edged,2.011280872155747e-7,1.0414
edits,2.011280872155747e-7,1.0414
eerily,2.011280872155747e-7,1.0414
efficacious,2.011280872155747e-7,1.0414
effortlessly,2.011280872155747e-7,1.0414
electricians,2.212408959371322e-7,1.0792
electrics,2.6146651338024715e-7,1.1461
electrode,3.016921308233621e-7,1.2041
elects,2.011280872155747e-7,1.0414
elopement,2.413537046586897e-7,1.1139
emailed,2.413537046586897e-7,1.1139
embittered,2.212408959371322e-7,1.0792
emissaries,2.212408959371322e-7,1.0792
empathetic,2.212408959371322e-7,1.0792
emu,4.424817918742644e-7,1.3617
encompass,2.011280872155747e-7,1.0414
enfants,2.212408959371322e-7,1.0792
enforcers,2.011280872155747e-7,1.0414
enriching,2.413537046586897e-7,1.1139
enrolling,2.011280872155747e-7,1.0414
ensconced,2.212408959371322e-7,1.0792
entropy,2.212408959371322e-7,1.0792
entrusting,2.011280872155747e-7,1.0414
enviable,2.212408959371322e-7,1.0792
envies,2.011280872155747e-7,1.0414
environs,2.011280872155747e-7,1.0414
equaled,2.011280872155747e-7,1.0414
equinox,3.8214336570959194e-7,1.301
escalates,2.011280872155747e-7,1.0414
escapee,2.212408959371322e-7,1.0792
escargot,3.016921308233621e-7,1.2041
espanol,2.011280872155747e-7,1.0414
estrada,4.022561744311494e-7,1.3222
estrangement,2.011280872155747e-7,1.0414
ethnicity,2.212408959371322e-7,1.0792
etruscan,2.6146651338024715e-7,1.1461
europa,7.039483052545115e-7,1.5563
evergreen,2.011280872155747e-7,1.0414
eviscerate,2.212408959371322e-7,1.0792
evocative,2.815793221018046e-7,1.1761
exalt,2.011280872155747e-7,1.0414
excavate,2.011280872155747e-7,1.0414
excavating,2.212408959371322e-7,1.0792
excellently,2.212408959371322e-7,1.0792
excerpts,2.011280872155747e-7,1.0414
exemplifies,2.413537046586897e-7,1.1139
exerted,2.011280872155747e-7,1.0414
expanse,2.212408959371322e-7,1.0792
expediency,2.011280872155747e-7,1.0414
explores,2.212408959371322e-7,1.0792
externally,2.011280872155747e-7,1.0414
extorted,2.011280872155747e-7,1.0414
extramarital,3.016921308233621e-7,1.2041
extrasensory,2.011280872155747e-7,1.0414
fables,2.011280872155747e-7,1.0414
facilitating,2.011280872155747e-7,1.0414
fairgrounds,2.413537046586897e-7,1.1139
fajitas,4.022561744311494e-7,1.3222
falcons,3.2180493954491954e-7,1.2304
fallible,2.413537046586897e-7,1.1139
fallow,8.246251575838563e-7,1.6232
falsehood,2.011280872155747e-7,1.0414
falsetto,3.016921308233621e-7,1.2041
faltering,2.011280872155747e-7,1.0414
farewells,2.011280872155747e-7,1.0414
fatale,2.6146651338024715e-7,1.1461
fatted,2.6146651338024715e-7,1.1461
feathery,2.011280872155747e-7,1.0414
febrile,2.011280872155747e-7,1.0414
feedings,2.212408959371322e-7,1.0792
felled,2.212408959371322e-7,1.0792
fending,2.212408959371322e-7,1.0792
fevers,2.212408959371322e-7,1.0792
fiddled,2.011280872155747e-7,1.0414
fiduciary,2.413537046586897e-7,1.1139
fieldwork,2.212408959371322e-7,1.0792
fiendishly,2.815793221018046e-7,1.1761
finagle,2.011280872155747e-7,1.0414
finicky,2.011280872155747e-7,1.0414
fisk,6.033842616467242e-7,1.4914
fitz,5.028202180389368e-7,1.415
fixating,2.815793221018046e-7,1.1761
fizzy,2.212408959371322e-7,1.0792
flaking,2.212408959371322e-7,1.0792
flapper,2.011280872155747e-7,1.0414
flaunted,2.011280872155747e-7,1.0414
flawlessly,2.212408959371322e-7,1.0792
floorshow,2.212408959371322e-7,1.0792
floozies,3.016921308233621e-7,1.2041
fluctuate,2.212408959371322e-7,1.0792
flytrap,2.011280872155747e-7,1.0414
forestry,2.212408959371322e-7,1.0792
fossilized,2.212408959371322e-7,1.0792
fracas,2.011280872155747e-7,1.0414
frankfurters,2.6146651338024715e-7,1.1461
frequents,2.413537046586897e-7,1.1139
frigate,3.6203055698803447e-7,1.2788
fulham,3.016921308233621e-7,1.2041
gables,6.436098790898391e-7,1.5185
galleon,3.2180493954491954e-7,1.2304
gamy,2.011280872155747e-7,1.0414
gare,2.212408959371322e-7,1.0792
gatherers,2.212408959371322e-7,1.0792
geezers,2.6146651338024715e-7,1.1461
gefilte,3.41917748266477e-7,1.2553
gendarme,3.6203055698803447e-7,1.2788
generalissimo,3.41917748266477e-7,1.2553
geyser,2.212408959371322e-7,1.0792
gibbon,2.413537046586897e-7,1.1139
giggly,2.212408959371322e-7,1.0792
gillian,6.234970703682816e-7,1.5051
gingivitis,2.011280872155747e-7,1.0414
gizmos,2.212408959371322e-7,1.0792
glenlivet,2.6146651338024715e-7,1.1461
gliders,3.41917748266477e-7,1.2553
goalpost,2.6146651338024715e-7,1.1461
goddaughter,3.016921308233621e-7,1.2041
goodyear,2.6146651338024715e-7,1.1461
gooseberry,2.815793221018046e-7,1.1761
gouda,2.815793221018046e-7,1.1761
grabby,2.212408959371322e-7,1.0792
grandparent,2.6146651338024715e-7,1.1461
greyhounds,2.212408959371322e-7,1.0792
gristle,2.212408959371322e-7,1.0792
grosses,2.413537046586897e-7,1.1139
grossing,2.011280872155747e-7,1.0414
groundless,2.413537046586897e-7,1.1139
guvnor,2.413537046586897e-7,1.1139
guzzler,1.4280094192305805e-6,1.8573
gyro,3.2180493954491954e-7,1.2304
haggis,7.642867314191839e-7,1.5911
