word,frequency,Lg10WF
slum,1.3073325669012356e-6,1.8195
sluts,1.3073325669012356e-6,1.8195
sol,5.65169925075765e-6,2.4502
staple,1.1464300971287759e-6,1.7634
stooges,1.1263172884072184e-6,1.7559
strategies,1.0860916709641034e-6,1.7404
strays,1.2671069494581208e-6,1.8062
strengths,1.1464300971287759e-6,1.7634
subsequently,1.1665429058503333e-6,1.7709
suzanne,4.5857203885151034e-6,2.3598
tenure,1.8101527849401724e-6,1.959
throbbing,1.2067685232934483e-6,1.7853
trashy,1.0860916709641034e-6,1.7404
twists,1.1866557145718909e-6,1.7782
umbilical,1.2469941407365631e-6,1.7993
untouched,1.0458660535209886e-6,1.7243
valor,1.2872197581796782e-6,1.8129
vanishing,1.1263172884072184e-6,1.7559
vibrate,1.1263172884072184e-6,1.7559
vibrating,1.2872197581796782e-6,1.8129
victorian,1.3475581843443506e-6,1.8325
vinyl,1.2671069494581208e-6,1.8062
virgil,6.7780165391648675e-6,2.5289
visibility,1.2268813320150057e-6,1.7924
wrecks,1.1665429058503333e-6,1.7709
zoning,1.2268813320150057e-6,1.7924
abrasions,1.1263172884072184e-6,1.7559
accessible,1.1263172884072184e-6,1.7559
accomplices,1.1665429058503333e-6,1.7709
aiding,1.0860916709641034e-6,1.7404
aims,1.2067685232934483e-6,1.7853
alibis,1.1665429058503333e-6,1.7709
anthropology,1.3475581843443506e-6,1.8325
aorta,1.5687990802814828e-6,1.8976
appropriately,1.1062044796856608e-6,1.7482
arises,1.065978862242546e-6,1.7324
atta,2.051506489598862e-6,2.0128
attagirl,1.065978862242546e-6,1.7324
automobiles,1.1464300971287759e-6,1.7634
backfired,1.065978862242546e-6,1.7324
banjo,1.66936312388927e-6,1.9243
barricade,1.5084606541168103e-6,1.8808
bayonet,1.6090246977245976e-6,1.9085
biologist,1.2872197581796782e-6,1.8129
blacksmith,2.1520705332066496e-6,2.0334
bony,1.2268813320150057e-6,1.7924
braver,1.1665429058503333e-6,1.7709
brazen,1.2067685232934483e-6,1.7853
buffer,1.709588741332385e-6,1.9345
burbank,1.4682350366736955e-6,1.8692
burrito,1.6894759326108277e-6,1.9294
canopy,1.7297015500539425e-6,1.9395
carousel,1.4682350366736955e-6,1.8692
caterers,1.2067685232934483e-6,1.7853
cath,1.5285734628383677e-6,1.8865
challenger,1.5486862715599254e-6,1.8921
chestnut,1.3073325669012356e-6,1.8195
clinging,1.1464300971287759e-6,1.7634
cobb,3.5599671437156723e-6,2.2504
collars,1.2671069494581208e-6,1.8062
combinations,1.2067685232934483e-6,1.7853
commandant,2.6347779425240288e-6,2.1206
compulsion,1.2671069494581208e-6,1.8062
concierge,1.4682350366736955e-6,1.8692
condos,1.1464300971287759e-6,1.7634
conquering,1.0860916709641034e-6,1.7404
conscientious,1.2469941407365631e-6,1.7993
consuming,1.0860916709641034e-6,1.7404
conventions,1.5285734628383677e-6,1.8865
crackling,1.4280094192305805e-6,1.8573
critter,1.3073325669012356e-6,1.8195
crowding,1.1464300971287759e-6,1.7634
crucified,1.5889118890030402e-6,1.9031
crybaby,1.3475581843443506e-6,1.8325
damon,3.2582750128923104e-6,2.2122
declaring,1.0860916709641034e-6,1.7404
deployment,1.2872197581796782e-6,1.8129
disapprove,1.1665429058503333e-6,1.7709
dishonor,1.2268813320150057e-6,1.7924
dismissal,1.1464300971287759e-6,1.7634
docket,1.2268813320150057e-6,1.7924
downstream,1.2872197581796782e-6,1.8129
eclipse,2.8962444559042758e-6,2.1614
enlarged,1.0860916709641034e-6,1.7404
entries,1.2067685232934483e-6,1.7853
everest,1.3073325669012356e-6,1.8195
evolving,1.1665429058503333e-6,1.7709
expiration,1.0458660535209886e-6,1.7243
expires,1.1263172884072184e-6,1.7559
expressly,1.1464300971287759e-6,1.7634
facilitate,1.0056404360778736e-6,1.7076
faker,1.7699271674970575e-6,1.9494
fingernail,1.367670993065908e-6,1.8388
firecracker,1.0860916709641034e-6,1.7404
fixtures,1.3274453756227932e-6,1.8261
fliers,1.3073325669012356e-6,1.8195
footing,1.0458660535209886e-6,1.7243
galley,1.6492503151677126e-6,1.9191
gays,1.5285734628383677e-6,1.8865
gideon,4.76673566700912e-6,2.3766
gratifying,1.1062044796856608e-6,1.7482
gringo,1.8704912111048448e-6,1.9731
gunned,1.2268813320150057e-6,1.7924
haircuts,1.0458660535209886e-6,1.7243
handcuff,1.0458660535209886e-6,1.7243
hearsay,1.5687990802814828e-6,1.8976
heil,3.197936586727638e-6,2.2041
hens,1.367670993065908e-6,1.8388
hera,3.218049395449195e-6,2.2068
hussy,1.2671069494581208e-6,1.8062
imposing,1.0458660535209886e-6,1.7243
inbound,1.2469941407365631e-6,1.7993
incorporated,1.5084606541168103e-6,1.8808
incurable,1.0458660535209886e-6,1.7243
indifference,1.1062044796856608e-6,1.7482
informer,1.2671069494581208e-6,1.8062
inhabited,1.1464300971287759e-6,1.7634
insecurity,1.1062044796856608e-6,1.7482
interruptions,1.1062044796856608e-6,1.7482
intoxicated,1.0458660535209886e-6,1.7243
intruders,1.6090246977245976e-6,1.9085
invasive,1.1866557145718909e-6,1.7782
jimbo,3.2783878216138676e-6,2.2148
jude,2.0313936808773047e-6,2.0086
lama,3.157710969284523e-6,2.1987
latino,1.1263172884072184e-6,1.7559
leech,1.790039976218615e-6,1.9542
leonardo,2.856018838461161e-6,2.1553
lush,1.2067685232934483e-6,1.7853
maintains,1.1464300971287759e-6,1.7634
marjorie,2.996808499512063e-6,2.1761
mets,1.6492503151677126e-6,1.9191
minnie,2.8359060297396033e-6,2.1523
moot,1.2067685232934483e-6,1.7853
moreover,1.2671069494581208e-6,1.8062
motivate,1.0860916709641034e-6,1.7404
nailing,1.025753244799431e-6,1.716
napping,1.2872197581796782e-6,1.8129
neurological,1.1464300971287759e-6,1.7634
nitwit,1.2469941407365631e-6,1.7993
novelist,1.2268813320150057e-6,1.7924
optional,1.1665429058503333e-6,1.7709
orchard,1.9710552547126323e-6,1.9956
outpost,1.3475581843443506e-6,1.8325
overturned,1.025753244799431e-6,1.716
padded,1.1062044796856608e-6,1.7482
partridge,3.4795159088294426e-6,2.2405
persecution,1.2067685232934483e-6,1.7853
pip,2.6347779425240288e-6,2.1206
playoffs,1.66936312388927e-6,1.9243
poached,1.2469941407365631e-6,1.7993
podium,1.3073325669012356e-6,1.8195
posh,1.3073325669012356e-6,1.8195
premeditated,1.1263172884072184e-6,1.7559
premise,1.2268813320150057e-6,1.7924
publishers,1.2469941407365631e-6,1.7993
raccoon,1.4682350366736955e-6,1.8692
reconstruct,1.1665429058503333e-6,1.7709
recurring,1.1866557145718909e-6,1.7782
reincarnation,1.3274453756227932e-6,1.8261
retro,1.5084606541168103e-6,1.8808
roadside,1.0458660535209886e-6,1.7243
scenic,1.065978862242546e-6,1.7324
scourge,1.3475581843443506e-6,1.8325
secondhand,1.0860916709641034e-6,1.7404
securities,1.407896610509023e-6,1.8513
sewers,1.3274453756227932e-6,1.8261
shaman,2.5744395163593563e-6,2.1106
shaping,1.065978862242546e-6,1.7324
shelling,1.488347845395253e-6,1.8751
sheriffs,1.1866557145718909e-6,1.7782
shiver,1.5687990802814828e-6,1.8976
shoppers,1.2469941407365631e-6,1.7993
similarities,1.1464300971287759e-6,1.7634
snows,1.3073325669012356e-6,1.8195
specialized,1.065978862242546e-6,1.7324
stateside,1.2067685232934483e-6,1.7853
stockholders,2.353198620422224e-6,2.0719
stomped,1.0056404360778736e-6,1.7076
strapping,1.025753244799431e-6,1.716
struggles,1.0860916709641034e-6,1.7404
submarines,1.7699271674970575e-6,1.9494
summertime,1.2268813320150057e-6,1.7924
tabloid,1.1263172884072184e-6,1.7559
taiwan,3.5197415262725574e-6,2.2455
technologies,1.4280094192305805e-6,1.8573
telegrams,1.2671069494581208e-6,1.8062
thriving,1.2469941407365631e-6,1.7993
torches,1.2067685232934483e-6,1.7853
traits,1.1665429058503333e-6,1.7709
transactions,1.1263172884072184e-6,1.7559
tremendously,1.065978862242546e-6,1.7324
tres,1.3475581843443506e-6,1.8325
ultimatum,1.3274453756227932e-6,1.8261
undetected,1.1464300971287759e-6,1.7634
unfriendly,1.065978862242546e-6,1.7324
unrealistic,1.1263172884072184e-6,1.7559
unrelated,1.0860916709641034e-6,1.7404
vacate,1.1263172884072184e-6,1.7559
vendor,1.3073325669012356e-6,1.8195
veritable,1.0056404360778736e-6,1.7076
vibes,1.1062044796856608e-6,1.7482
vibrant,1.0458660535209886e-6,1.7243
viewed,1.065978862242546e-6,1.7324
vindictive,1.0860916709641034e-6,1.7404
volleyball,1.1665429058503333e-6,1.7709
weaponry,1.0860916709641034e-6,1.7404
whacking,1.2872197581796782e-6,1.8129
wheeler,3.921997700703707e-6,2.2923
wilder,2.131957724485092e-6,2.0294
wishful,1.065978862242546e-6,1.7324
woof,2.8359060297396033e-6,2.1523
adjoining,1.1464300971287759e-6,1.7634
aeroplane,1.4280094192305805e-6,1.8573
alps,1.2469941407365631e-6,1.7993
ammonia,1.5285734628383677e-6,1.8865
appliances,1.1263172884072184e-6,1.7559
astute,1.025753244799431e-6,1.716
attendants,1.1263172884072184e-6,1.7559
authenticity,1.1866557145718909e-6,1.7782
bach,2.051506489598862e-6,2.0128
barbarians,1.2872197581796782e-6,1.8129
bashed,1.1665429058503333e-6,1.7709
beatrice,3.459403100107885e-6,2.238
benign,1.1665429058503333e-6,1.7709
blinked,1.3073325669012356e-6,1.8195
brisk,1.065978862242546e-6,1.7324
bugle,1.7699271674970575e-6,1.9494
callous,1.0056404360778736e-6,1.7076
cannonball,1.4682350366736955e-6,1.8692
carpets,1.2469941407365631e-6,1.7993
cashmere,1.5486862715599254e-6,1.8921
cedar,2.5543267076377987e-6,2.1072
chatty,1.025753244799431e-6,1.716
cheery,1.0860916709641034e-6,1.7404
cider,1.9509424459910747e-6,1.9912
clipping,1.1866557145718909e-6,1.7782
coloured,1.6090246977245976e-6,1.9085
compromises,1.0458660535209886e-6,1.7243
confine,1.0056404360778736e-6,1.7076
conniving,1.025753244799431e-6,1.716
consequently,1.0056404360778736e-6,1.7076
crushes,1.1866557145718909e-6,1.7782
culprit,1.1062044796856608e-6,1.7482
cynic,1.1263172884072184e-6,1.7559
dawned,1.0860916709641034e-6,1.7404
debutante,1.367670993065908e-6,1.8388
deduct,1.1062044796856608e-6,1.7482
defied,1.065978862242546e-6,1.7324
detachment,1.3073325669012356e-6,1.8195
diabolical,1.1062044796856608e-6,1.7482
dismount,1.4682350366736955e-6,1.8692
drilled,1.065978862242546e-6,1.7324
dum,3.499628717551e-6,2.243
dusk,1.2268813320150057e-6,1.7924
eavesdropping,1.065978862242546e-6,1.7324
eights,1.2268813320150057e-6,1.7924
escorts,1.2872197581796782e-6,1.8129
favorable,1.1062044796856608e-6,1.7482
fencing,1.407896610509023e-6,1.8513
fullest,1.0056404360778736e-6,1.7076
fussing,1.1062044796856608e-6,1.7482
gimmick,1.1062044796856608e-6,1.7482
glee,1.1665429058503333e-6,1.7709
godmother,1.6492503151677126e-6,1.9191
golfing,1.5889118890030402e-6,1.9031
graces,1.025753244799431e-6,1.716
graft,1.6894759326108277e-6,1.9294
granting,1.0860916709641034e-6,1.7404
gravel,1.4682350366736955e-6,1.8692
grinder,1.3073325669012356e-6,1.8195
grovel,1.2268813320150057e-6,1.7924
hacker,2.172183341928207e-6,2.0374
headmaster,2.252634576814437e-6,2.0531
hefty,1.2469941407365631e-6,1.7993
heinie,1.1665429058503333e-6,1.7709
heroine,1.488347845395253e-6,1.8751
hijacking,1.4682350366736955e-6,1.8692
holiness,3.197936586727638e-6,2.2041
hooch,1.065978862242546e-6,1.7324
horrendous,1.0458660535209886e-6,1.7243
horsepower,1.2469941407365631e-6,1.7993
hq,1.7297015500539425e-6,1.9395
imbalance,1.0860916709641034e-6,1.7404
impending,1.1062044796856608e-6,1.7482
implore,1.065978862242546e-6,1.7324
indigenous,1.1464300971287759e-6,1.7634
infidelity,1.3475581843443506e-6,1.8325
infinity,1.7297015500539425e-6,1.9395
inflation,1.065978862242546e-6,1.7324
influences,1.2268813320150057e-6,1.7924
inland,1.3877838017874654e-6,1.8451
inquisitive,1.025753244799431e-6,1.716
inseparable,1.025753244799431e-6,1.716
interrogated,1.065978862242546e-6,1.7324
intuitive,1.0860916709641034e-6,1.7404
investor,1.3073325669012356e-6,1.8195
laden,1.66936312388927e-6,1.9243
latex,1.488347845395253e-6,1.8751
laundromat,1.4280094192305805e-6,1.8573
lawns,1.1464300971287759e-6,1.7634
leper,1.2671069494581208e-6,1.8062
leprechaun,1.5889118890030402e-6,1.9031
licks,1.0860916709641034e-6,1.7404
lieutenants,1.1263172884072184e-6,1.7559
lighted,1.1263172884072184e-6,1.7559
limping,1.1665429058503333e-6,1.7709
looker,1.065978862242546e-6,1.7324
marshals,1.407896610509023e-6,1.8513
masturbating,1.2067685232934483e-6,1.7853
mic,1.6291375064461552e-6,1.9138
midterm,2.0313936808773047e-6,2.0086
mixer,1.1062044796856608e-6,1.7482
mobilize,1.0458660535209886e-6,1.7243
monumental,1.0860916709641034e-6,1.7404
motherhood,1.1665429058503333e-6,1.7709
mouthing,1.065978862242546e-6,1.7324
mp,1.6291375064461552e-6,1.9138
myths,1.2671069494581208e-6,1.8062
neptune,2.735341986131816e-6,2.1367
notwithstanding,1.025753244799431e-6,1.716
nursed,9.855276273563161e-7,1.699
overloaded,1.0458660535209886e-6,1.7243
panty,1.065978862242546e-6,1.7324
pebble,1.3073325669012356e-6,1.8195
petrol,1.6090246977245976e-6,1.9085
picturing,1.1464300971287759e-6,1.7634
playmate,1.2671069494581208e-6,1.8062
pliers,1.1866557145718909e-6,1.7782
pods,2.0313936808773047e-6,2.0086
ponder,1.1263172884072184e-6,1.7559
proudest,1.0056404360778736e-6,1.7076
punctual,1.1464300971287759e-6,1.7634
pusher,1.2872197581796782e-6,1.8129
raids,1.2268813320150057e-6,1.7924
ration,1.3274453756227932e-6,1.8261
ratted,1.1464300971287759e-6,1.7634
readiness,1.2067685232934483e-6,1.7853
recharge,1.2067685232934483e-6,1.7853
reich,2.594552325080914e-6,2.1139
reproductive,1.0860916709641034e-6,1.7404
resented,1.065978862242546e-6,1.7324
rivalry,1.0860916709641034e-6,1.7404
riverside,1.790039976218615e-6,1.9542
sadder,1.0860916709641034e-6,1.7404
scapegoat,1.1263172884072184e-6,1.7559
scrapbook,1.2268813320150057e-6,1.7924
seeming,1.025753244799431e-6,1.716
sexier,1.0860916709641034e-6,1.7404
shaker,1.6291375064461552e-6,1.9138
sharpened,1.025753244799431e-6,1.716
sharper,1.3073325669012356e-6,1.8195
sheltered,1.065978862242546e-6,1.7324
shudder,1.1464300971287759e-6,1.7634
slammer,1.2671069494581208e-6,1.8062
snowed,1.2469941407365631e-6,1.7993
stein,3.117485351841408e-6,2.1931
stiles,2.8761316471827186e-6,2.1584
streetcar,1.3073325669012356e-6,1.8195
subjective,1.1464300971287759e-6,1.7634
swells,1.2268813320150057e-6,1.7924
tic,1.5486862715599254e-6,1.8921
tinker,2.272747385535994e-6,2.0569
twitching,1.1062044796856608e-6,1.7482
unleashed,1.0458660535209886e-6,1.7243
unrest,1.0458660535209886e-6,1.7243
unsure,1.0458660535209886e-6,1.7243
untold,1.2469941407365631e-6,1.7993
upgraded,1.0056404360778736e-6,1.7076
vendetta,1.2469941407365631e-6,1.7993
volumes,1.0860916709641034e-6,1.7404
withered,1.1062044796856608e-6,1.7482
withhold,1.065978862242546e-6,1.7324
wrongful,1.0860916709641034e-6,1.7404
yanked,1.2067685232934483e-6,1.7853
yin,3.3789518652216553e-6,2.2279
acquaintances,1.0860916709641034e-6,1.7404
actin,1.0860916709641034e-6,1.7404
adopting,1.2067685232934483e-6,1.7853
adversity,1.0860916709641034e-6,1.7404
aggravation,1.1866557145718909e-6,1.7782
aphrodisiac,1.6492503151677126e-6,1.9191
arabia,1.5285734628383677e-6,1.8865
array,2.172183341928207e-6,2.0374
bankroll,1.1263172884072184e-6,1.7559
bead,1.1464300971287759e-6,1.7634
blindly,1.1263172884072184e-6,1.7559
blueprint,1.2671069494581208e-6,1.8062
booming,1.065978862242546e-6,1.7324
borne,1.0458660535209886e-6,1.7243
boutique,1.1062044796856608e-6,1.7482
bungalow,1.6894759326108277e-6,1.9294
camper,1.4682350366736955e-6,1.8692
candor,1.025753244799431e-6,1.716
caveman,2.0716192983204196e-6,2.017
chancellor,4.223689831527069e-6,2.3243
che,2.936470073347391e-6,2.1673
chinaman,1.8503784023832874e-6,1.9685
christie,2.815793221018046e-6,2.1492
citizenship,1.367670993065908e-6,1.8388
civilised,1.1665429058503333e-6,1.7709
climbs,1.0458660535209886e-6,1.7243
clink,1.3274453756227932e-6,1.8261
coaches,1.790039976218615e-6,1.9542
coherent,1.065978862242546e-6,1.7324
confidentially,1.1062044796856608e-6,1.7482
confiscate,1.0056404360778736e-6,1.7076
consensus,1.66936312388927e-6,1.9243
crucifix,1.2067685232934483e-6,1.7853
cuss,1.0860916709641034e-6,1.7404
cutters,1.1866557145718909e-6,1.7782
daddies,1.2469941407365631e-6,1.7993
dalton,3.861659274539035e-6,2.2856
dane,3.1778237780060804e-6,2.2014
debriefing,1.0860916709641034e-6,1.7404
decrease,1.2067685232934483e-6,1.7853
defendants,2.815793221018046e-6,2.1492
dis,1.5486862715599254e-6,1.8921
dotted,1.025753244799431e-6,1.716
dowry,1.5084606541168103e-6,1.8808
duress,1.1866557145718909e-6,1.7782
earns,9.855276273563161e-7,1.699
eject,1.4481222279521379e-6,1.8633
elmer,2.6951163686887012e-6,2.1303
eloquent,9.855276273563161e-7,1.699
ensemble,1.1464300971287759e-6,1.7634
entrances,1.1665429058503333e-6,1.7709
escalator,1.3274453756227932e-6,1.8261
evacuating,1.2067685232934483e-6,1.7853
evasion,1.1866557145718909e-6,1.7782
exclude,1.025753244799431e-6,1.716
exercised,9.654148186347587e-7,1.6902
extends,9.855276273563161e-7,1.699
fa,1.91071682854796e-6,1.9823
fateful,1.025753244799431e-6,1.716
filly,1.2067685232934483e-6,1.7853
flashback,1.0860916709641034e-6,1.7404
fugitives,1.0860916709641034e-6,1.7404
glucose,1.4682350366736955e-6,1.8692
glum,1.0458660535209886e-6,1.7243
grail,2.7554547948533737e-6,2.1399
grazing,1.1665429058503333e-6,1.7709
grits,1.6291375064461552e-6,1.9138
gymnasium,1.4280094192305805e-6,1.8573
helium,1.4682350366736955e-6,1.8692
heroism,1.1263172884072184e-6,1.7559
hillside,1.2469941407365631e-6,1.7993
hisself,1.3274453756227932e-6,1.8261
hives,1.2872197581796782e-6,1.8129
holden,3.4795159088294426e-6,2.2405
hutch,3.7007568047665748e-6,2.2672
hydraulic,1.1665429058503333e-6,1.7709
ignite,1.025753244799431e-6,1.716
impetuous,1.1665429058503333e-6,1.7709
implicate,1.1263172884072184e-6,1.7559
impounded,1.0458660535209886e-6,1.7243
injecting,1.065978862242546e-6,1.7324
intricate,1.065978862242546e-6,1.7324
jacking,1.0056404360778736e-6,1.7076
kerosene,1.3274453756227932e-6,1.8261
lasers,1.3877838017874654e-6,1.8451
lewd,1.3073325669012356e-6,1.8195
lint,1.367670993065908e-6,1.8388
liza,1.709588741332385e-6,1.9345
lovemaking,1.1263172884072184e-6,1.7559
lucia,3.7610952309312472e-6,2.2742
malice,1.2067685232934483e-6,1.7853
mangled,1.0056404360778736e-6,1.7076
manifestation,1.065978862242546e-6,1.7324
medicines,1.1665429058503333e-6,1.7709
merge,1.4280094192305805e-6,1.8573
meticulous,1.0458660535209886e-6,1.7243
metres,1.367670993065908e-6,1.8388
minneapolis,1.5285734628383677e-6,1.8865
mumbo,1.1866557145718909e-6,1.7782
mystic,1.488347845395253e-6,1.8751
negatives,1.2872197581796782e-6,1.8129
neglecting,9.855276273563161e-7,1.699
neighborhoods,1.0860916709641034e-6,1.7404
newer,1.025753244799431e-6,1.716
ornery,1.2067685232934483e-6,1.7853
overworked,1.0056404360778736e-6,1.7076
palate,1.0056404360778736e-6,1.7076
pappy,3.0169213082336207e-6,2.179
paranormal,1.3475581843443506e-6,1.8325
passageway,1.2067685232934483e-6,1.7853
patiently,9.855276273563161e-7,1.699
peeling,1.1263172884072184e-6,1.7559
pelvic,1.5687990802814828e-6,1.8976
peninsula,1.407896610509023e-6,1.8513
petite,1.0860916709641034e-6,1.7404
pl,1.6090246977245976e-6,1.9085
pleasantly,1.0458660535209886e-6,1.7243
polyester,1.2671069494581208e-6,1.8062
pooch,1.3274453756227932e-6,1.8261
pooh,4.887412519338465e-6,2.3874
populated,1.1263172884072184e-6,1.7559
potions,1.1665429058503333e-6,1.7709
pounce,1.1263172884072184e-6,1.7559
pout,1.1062044796856608e-6,1.7482
presentable,1.0056404360778736e-6,1.7076
productions,1.3877838017874654e-6,1.8451
prognosis,1.0860916709641034e-6,1.7404
prosper,1.1263172884072184e-6,1.7559
protests,1.1062044796856608e-6,1.7482
psychosis,1.367670993065908e-6,1.8388
quake,1.6492503151677126e-6,1.9191
queasy,1.1665429058503333e-6,1.7709
readily,1.1464300971287759e-6,1.7634
realization,1.0860916709641034e-6,1.7404
rebirth,1.065978862242546e-6,1.7324
recipient,1.1866557145718909e-6,1.7782
refreshment,1.025753244799431e-6,1.716
revolving,1.025753244799431e-6,1.716
riddled,9.855276273563161e-7,1.699
rowing,1.3073325669012356e-6,1.8195
sailboat,1.6492503151677126e-6,1.9191
schematic,1.1665429058503333e-6,1.7709
schematics,1.3877838017874654e-6,1.8451
scroll,2.3330858117006665e-6,2.0682
scurvy,1.1062044796856608e-6,1.7482
secluded,1.0458660535209886e-6,1.7243
seniority,1.1062044796856608e-6,1.7482
shutdown,1.5084606541168103e-6,1.8808
siamese,1.5285734628383677e-6,1.8865
sicko,1.1665429058503333e-6,1.7709
sitcom,1.5687990802814828e-6,1.8976
sleepover,1.488347845395253e-6,1.8751
slopes,1.1263172884072184e-6,1.7559
sniveling,1.065978862242546e-6,1.7324
ss,2.4939882814731263e-6,2.0969
steadily,1.2067685232934483e-6,1.7853
straightening,9.855276273563161e-7,1.699
succeeds,9.855276273563161e-7,1.699
sultan,3.2985006303354253e-6,2.2175
tenor,1.5889118890030402e-6,1.9031
termites,1.488347845395253e-6,1.8751
thumping,1.4682350366736955e-6,1.8692
ticked,1.1062044796856608e-6,1.7482
timely,1.1062044796856608e-6,1.7482
toil,1.025753244799431e-6,1.716
tootsie,1.407896610509023e-6,1.8513
tramps,1.5084606541168103e-6,1.8808
ts,1.7297015500539425e-6,1.9395
ufo,2.393424237865339e-6,2.0792
una,1.7297015500539425e-6,1.9395
unanswered,1.0056404360778736e-6,1.7076
undertake,1.0458660535209886e-6,1.7243
unsuspecting,1.065978862242546e-6,1.7324
untied,1.1062044796856608e-6,1.7482
valves,1.488347845395253e-6,1.8751
vinci,1.8704912111048448e-6,1.9731
vortex,1.5285734628383677e-6,1.8865
wartime,1.1665429058503333e-6,1.7709
weirdos,9.855276273563161e-7,1.699
whiny,1.0458660535209886e-6,1.7243
wholly,1.3877838017874654e-6,1.8451
wrongs,1.065978862242546e-6,1.7324
abomination,1.1665429058503333e-6,1.7709
accelerator,1.3877838017874654e-6,1.8451
accessing,1.065978862242546e-6,1.7324
accountants,1.1062044796856608e-6,1.7482
addictive,1.1464300971287759e-6,1.7634
afoot,1.0458660535209886e-6,1.7243
alignment,1.3475581843443506e-6,1.8325
antics,1.0056404360778736e-6,1.7076
arbitrary,1.0458660535209886e-6,1.7243
armpit,1.2872197581796782e-6,1.8129
armpits,1.0056404360778736e-6,1.7076
arrivederci,1.2067685232934483e-6,1.7853
aspen,1.9308296372695175e-6,1.9868
audacity,9.654148186347587e-7,1.6902
ave,1.4280094192305805e-6,1.8573
backgrounds,9.855276273563161e-7,1.699
bellboy,1.2671069494581208e-6,1.8062
bloodthirsty,9.855276273563161e-7,1.699
bran,1.3475581843443506e-6,1.8325
brochures,1.1665429058503333e-6,1.7709
cain,4.485156344907316e-6,2.3502
cant,2.393424237865339e-6,2.0792
carotid,1.3274453756227932e-6,1.8261
cartons,1.1866557145718909e-6,1.7782
championships,1.709588741332385e-6,1.9345
cheeseburgers,1.3073325669012356e-6,1.8195
chickened,1.0860916709641034e-6,1.7404
chore,1.025753244799431e-6,1.716
citation,1.6291375064461552e-6,1.9138
clicked,1.0860916709641034e-6,1.7404
compel,1.0458660535209886e-6,1.7243
cones,1.2268813320150057e-6,1.7924
conjure,1.2872197581796782e-6,1.8129
controller,1.3274453756227932e-6,1.8261
copped,1.065978862242546e-6,1.7324
crumbling,1.025753244799431e-6,1.716
cryptic,1.065978862242546e-6,1.7324
curing,9.654148186347587e-7,1.6902
curriculum,1.407896610509023e-6,1.8513
default,1.025753244799431e-6,1.716
delegation,1.407896610509023e-6,1.8513
delinquents,1.1866557145718909e-6,1.7782
dexter,6.757903730443311e-6,2.5276
diameter,1.065978862242546e-6,1.7324
disgruntled,1.065978862242546e-6,1.7324
docked,1.1263172884072184e-6,1.7559
donors,1.1866557145718909e-6,1.7782
doubling,1.0056404360778736e-6,1.7076
dries,9.654148186347587e-7,1.6902
drought,1.407896610509023e-6,1.8513
drumming,1.1464300971287759e-6,1.7634
egyptians,1.1866557145718909e-6,1.7782
ell,1.8704912111048448e-6,1.9731
elm,1.4682350366736955e-6,1.8692
employers,1.025753244799431e-6,1.716
empress,2.956582882068948e-6,2.1703
energies,1.1062044796856608e-6,1.7482
entrepreneur,1.1062044796856608e-6,1.7482
equity,1.3475581843443506e-6,1.8325
escorting,9.654148186347587e-7,1.6902
ether,2.172183341928207e-6,2.0374
evolutionary,1.2067685232934483e-6,1.7853
fancied,1.0056404360778736e-6,1.7076
fathom,1.065978862242546e-6,1.7324
ferret,1.66936312388927e-6,1.9243
fest,1.3877838017874654e-6,1.8451
fiercely,9.654148186347587e-7,1.6902
firstly,1.065978862242546e-6,1.7324
flexibility,1.0056404360778736e-6,1.7076
foxes,1.1866557145718909e-6,1.7782
freudian,1.025753244799431e-6,1.716
fronts,9.453020099132011e-7,1.6812
fulfillment,1.0458660535209886e-6,1.7243
fuses,1.1665429058503333e-6,1.7709
genie,3.58007995243723e-6,2.2529
gist,1.1263172884072184e-6,1.7559
govern,1.2469941407365631e-6,1.7993
greta,3.117485351841408e-6,2.1931
gunmen,1.2872197581796782e-6,1.8129
harboring,1.0056404360778736e-6,1.7076
hark,1.7297015500539425e-6,1.9395
haze,1.5486862715599254e-6,1.8921
hematoma,1.1464300971287759e-6,1.7634
hopper,9.231779203194879e-6,2.6628
hydrant,1.0458660535209886e-6,1.7243
improper,1.1464300971287759e-6,1.7634
intestine,1.0458660535209886e-6,1.7243
intoxicating,9.855276273563161e-7,1.699
involuntary,1.0458660535209886e-6,1.7243
iodine,1.2872197581796782e-6,1.8129
jugs,1.2268813320150057e-6,1.7924
laundering,1.407896610509023e-6,1.8513
liberate,1.1866557145718909e-6,1.7782
lin,4.7466228582875636e-6,2.3747
loafers,1.0056404360778736e-6,1.7076
luckier,9.654148186347587e-7,1.6902
lunar,2.1118449157635344e-6,2.0253
mainstream,1.2671069494581208e-6,1.8062
meditate,1.0458660535209886e-6,1.7243
messiah,2.735341986131816e-6,2.1367
metabolism,1.1062044796856608e-6,1.7482
microscopic,1.1665429058503333e-6,1.7709
militia,2.3129730029791093e-6,2.0645
monetary,1.0458660535209886e-6,1.7243
mound,1.5486862715599254e-6,1.8921
nostalgic,1.025753244799431e-6,1.716
nugget,1.2067685232934483e-6,1.7853
operators,1.5084606541168103e-6,1.8808
orchid,2.2124089593713216e-6,2.0453
orient,1.6291375064461552e-6,1.9138
os,1.66936312388927e-6,1.9243
overgrown,9.855276273563161e-7,1.699
paramount,2.3330858117006665e-6,2.0682
peyton,6.8785805827726556e-6,2.5353
pharmaceuticals,1.2469941407365631e-6,1.7993
